Month,Special Category Visa (subclass 444)(f),Permanent Family Visas,Permanent Skilled Visas,Permanent Other Visas,Permanent Visas - Total,Temporary Student Visas - Higher Educ.,Temporary Student Visas - Vocational Educ. & Training,Temporary Student Visas - Schools,Temporary Student Visas - Independent ELICOS(g),Temporary Student Visas - Postgraduate Research,Temporary Student Visas - Other Students,Temporary Student Visas - Total,Temporary Visitor Visas,Temporary Skilled Visas,Temporary Work Visas,Temporary Other Visas,Temporary Other Visas - Total,Other Visas(h),Total(i),State
Jan-2014,161660,30600,67060,51420,149080,26120,8310,6830,3150,3810,4350,52570,365370,51270,27160,22870,101300,1160,1744890,NSW
Feb-2014,118760,22720,45050,35490,103260,85320,7800,6070,2700,4010,9560,115470,418930,23520,24310,21670,69490,1140,1339050,VIC
Mar-2014,136160,21750,33480,29200,84430,32260,4920,370,2870,2190,1650,44260,407140,23680,23260,19000,65940,1490,1280150,QL
Apr-2014,149310,22740,38090,35050,95880,12320,4880,2580,2230,1640,2870,26520,333430,29110,19140,16560,64810,2050,1331230,TAS
May-2014,132300,20960,33830,34120,88910,9450,4100,250,2110,1700,1550,19160,304720,23220,19000,14470,56690,1290,1187550,NSW
Jun-2014,126040,19680,31790,34790,86260,14260,4110,440,1940,2000,2630,25380,289690,24380,18440,13790,56620,1490,1179420,NSW
Jul-2014,149800,19820,38920,40460,99200,59270,6310,7760,1940,2510,10650,88440,350720,30470,17520,15070,63060,2290,1594110,NSW
Aug-2014,143070,22390,35260,35660,93320,23010,4230,850,3370,2800,2240,36510,345020,28040,22680,15160,65870,1830,1362450,NSW
Sep-2014,146520,21290,33730,37640,92660,12340,4410,620,3020,2240,1470,24090,322810,25550,31560,16620,73740,1870,1381030,NSW
Oct-2014,166890,21540,36700,42870,101110,16920,5380,3180,2420,1900,2550,32360,360700,25280,30030,20400,75710,2670,1574500,NSW
Nov-2014,136990,20590,30520,33780,84890,13030,3890,300,2410,1630,1880,23130,425790,21800,24770,19410,65990,1710,1342800,NSW
Dec-2014,147830,18760,29100,31080,78940,13710,3790,390,1820,1650,3070,24430,585480,18890,19950,15860,54690,810,1455550,NSW
Jan-2015,162350,32830,70340,56240,159400,31720,10030,10600,3470,4070,4520,64400,340450,46570,26540,25540,98650,1300,1780350,NSW
Feb-2015,118010,20460,41020,32770,94250,81870,6080,3530,2850,3160,10110,107610,507990,20570,21350,20910,62830,1530,1415950,NSW
Mar-2015,143300,24000,39240,33760,97000,41070,6040,440,3360,2660,1520,55090,460600,23000,24710,22630,70340,1000,1388160,NSW
Apr-2015,151340,23240,41440,39220,103900,14320,6040,3120,2980,1960,3350,31780,348390,26550,19930,17170,63650,2570,1365370,NSW
May-2015,135110,21470,34860,34150,90480,9130,4670,250,2210,1690,1390,19340,312650,22400,18950,16000,57350,1570,1215090,NSW
Jun-2015,134030,21290,34120,35540,90950,13760,5350,510,2420,2030,2300,26360,305920,22890,18120,15110,56130,3110,1233570,NSW
Jul-2015,160580,20690,41730,42120,104540,68560,8000,10250,2460,3030,10970,103270,362950,27850,17370,18410,63630,2920,1646140,NSW
Aug-2015,148910,23740,38140,37640,99520,20660,4920,780,3260,2600,2310,34530,373910,25810,21100,16980,63890,1370,1419480,NSW
Sep-2015,152400,21690,35140,39680,96510,13230,5350,690,3220,1860,2430,26770,362660,24020,30170,17900,72090,1670,1456880,NSW
Oct-2015,169470,22420,38750,45710,106880,19550,6550,3350,2970,2120,2730,37260,395350,23390,28760,20790,72940,2540,1650380,NSW
Nov-2015,140870,20930,33780,35250,89960,14460,4600,370,2430,2050,2240,26140,478090,20480,24540,19120,64140,2020,1424700,NSW
Dec-2015,151680,20770,31620,32150,84550,15300,4450,510,2140,1740,2780,26920,662250,18680,19510,16230,54420,940,1584200,NSW
Jan-2016,169140,32660,75710,60460,168830,33460,12420,13150,3160,4450,4000,70650,397850,41450,26270,28350,96070,1100,1908270,NSW
Feb-2016,119770,25010,45500,37350,107860,109890,8660,3350,3170,3840,10370,139260,551730,20920,23540,24930,69400,1320,1560130,NSW
Mar-2016,144630,23820,37040,36200,97070,34270,5940,440,3500,2120,1290,47560,539750,20940,21960,22790,65690,1620,1479930,NSW
Apr-2016,153260,23500,42940,42400,108840,15050,7020,3510,3130,2030,3270,34020,406580,22540,19700,19120,61350,2360,1473700,NSW
May-2016,136710,22800,35730,38290,96820,9890,5400,620,2690,1590,1480,21670,363640,20940,18270,17700,56910,1260,1304820,NSW
Jun-2016,138850,21850,35280,38460,95590,16110,6140,450,3050,1830,2420,30000,363050,20580,18460,17310,56340,1430,1326820,NSW
Jul-2016,166700,22590,44960,49020,116570,85450,9330,11450,2690,3270,10600,122790,431180,26510,16570,20660,63740,2740,1829100,NSW
Aug-2016,149040,24270,39670,41430,105370,19870,6040,870,3660,2370,1400,34210,429620,23910,21930,18600,64450,1230,1511510,NSW
Sep-2016,165160,22400,38630,44900,105940,16610,7590,1190,4160,2360,2120,34020,419110,23290,30350,19500,73130,2660,1587330,NSW
Oct-2016,175180,23450,41650,52610,117710,21560,7690,3800,3350,2110,2740,41240,460310,24920,27450,22230,74590,3330,1778870,NSW
Nov-2016,143870,21390,35790,40050,97230,16740,5760,390,3280,1770,1790,29720,526560,19830,25330,21050,66220,1040,1512920,NSW
Dec-2016,160770,21020,33790,37190,92010,18230,5460,600,2450,1930,2950,31610,730970,16870,18930,17910,53720,1390,1716250,NSW
Jan-2017,172010,31170,79350,65910,176430,35550,13530,13190,3880,4140,3640,73920,499560,39100,24640,30250,93980,1390,2066340,NSW
Feb-2017,126120,27980,52210,46600,126780,129960,11400,5710,3790,4260,10200,165310,517250,20960,24040,27530,72540,1700,1631360,NSW
Mar-2017,148260,22240,36910,37550,96700,37930,7080,430,4340,2090,1610,53490,552590,18010,24280,23750,66040,1890,1522680,NSW
Apr-2017,162290,24560,48740,49580,122880,19860,9080,4190,3920,2030,4020,43100,480830,24200,17730,22020,63950,3370,1649770,NSW
May-2017,139820,23390,38680,42360,104440,11350,6610,610,2870,2060,1540,25030,395770,20210,18620,20560,59390,1800,1401070,NSW
Jun-2017,141130,23220,36790,42540,102550,18960,7320,520,3490,2000,2780,35060,404730,22270,19030,20510,61800,1190,1421130,NSW
Jul-2017,170130,22600,46620,51410,120630,100110,9990,12610,3170,3240,9620,138730,445170,24820,16030,21890,62740,5850,1909100,NSW
Aug-2017,152190,23570,38350,44130,106060,23710,6970,870,4350,2360,1620,39870,489410,22310,21290,20590,64200,2270,1623620,NSW
Sep-2017,158030,22990,39750,47420,110150,17570,7540,750,4060,2380,2700,34990,441890,21050,29550,23720,74320,2610,1666150,NSW
Oct-2017,180140,24070,46470,55270,125810,24930,8980,4870,3540,2270,2060,46650,496220,21240,26930,27290,75450,2080,1879610,NSW
Nov-2017,148330,21890,37230,42220,101330,18560,6330,300,3190,1670,2030,32090,571280,17990,24140,24760,66900,1460,1602190,NSW
Dec-2017,156020,20810,35740,37750,94300,20960,6040,630,2300,2050,2380,34360,768550,16250,18530,20490,55280,1400,1755130,NSW
Jan-2018,172700,33250,84020,74900,192170,44770,15890,16380,4060,4710,4360,90170,465060,36960,24940,39650,101550,1260,2130700,NSW
Feb-2018,123430,23320,46780,43920,114020,131490,10540,4110,3450,3640,10460,163680,650080,18080,21200,30920,70210,1760,1729160,NSW
Mar-2018,151770,26720,40260,44120,111110,48280,9520,590,3920,2760,1150,66210,622610,18780,24190,36920,79890,1930,1682320,NSW
Apr-2018,155240,25470,50500,52520,128490,24970,10890,4870,3420,2250,4130,50530,457780,23640,20020,31960,75620,2810,1668310,NSW
May-2018,141520,23000,38760,47580,109350,13710,8980,580,3000,2080,1440,29800,421100,18600,19360,23850,61810,1590,1480380,NSW
Jun-2018,144650,21090,39170,46570,106830,24060,8890,570,2970,2390,2630,41500,444270,18720,19010,23800,61540,950,1513000,NSW
Jul-2018,169220,21990,50710,53550,126250,117060,12780,12380,2820,3770,9740,158550,471640,22290,15520,25650,63460,2690,2009860,NSW
Aug-2018,159910,24620,40970,49510,115100,26040,8920,650,4060,2610,1570,43850,520990,21640,21180,24720,67540,1350,1718580,NSW
Sep-2018,163060,24600,41980,51680,118260,20910,9710,580,4390,2790,2150,40520,461270,22110,27460,27780,77350,2300,1721970,NSW
Oct-2018,180610,24650,44390,63350,132390,25530,10590,5170,3560,2460,1760,49080,507260,21070,26800,31650,79520,2710,1963730,NSW
Nov-2018,151580,21900,36170,47470,105540,22290,6930,430,3290,2120,1660,36730,592760,17460,24320,27440,69220,1700,1667980,NSW
Dec-2018,158990,20520,33800,43400,97720,23660,7040,530,2200,2090,2220,37750,809250,16300,18450,22790,57540,1690,1853600,NSW
Jan-2019,174840,35030,83460,84600,203080,45070,18200,13950,3950,4950,4140,90260,489250,37530,25070,43680,106280,1620,2217890,NSW
Feb-2019,129150,26400,49320,52500,128220,148450,12670,4900,4050,4520,9310,183900,640490,18800,23130,35750,77690,1460,1788430,NSW
Mar-2019,148280,23340,38630,46280,108260,54160,9010,660,4690,2370,1270,72150,603850,18310,22910,31000,72230,2420,1660140,NSW
Apr-2019,156970,23480,47370,57040,127890,19820,11430,4960,3480,2090,2710,44500,479140,20920,18080,28330,67330,2850,1674400,NSW
May-2019,150750,24460,42670,55040,122170,17020,9320,690,3160,2150,1920,34260,463960,18660,19560,27510,65730,1430,1587870,NSW
Jun-2019,143170,22200,40300,52660,115160,28170,8690,480,3310,2860,2540,46040,453930,18490,17350,25860,61700,2840,1562130,NSW
Jul-2019,169270,21480,48070,59940,129490,104650,12370,11640,3040,3550,8600,143840,487670,21040,15640,28790,65480,4870,2008780,NSW
Aug-2019,161080,23670,41120,54230,119020,35980,8640,740,4420,2650,2530,54960,556420,19840,20340,26760,66930,1750,1782670,NSW
Sep-2019,164330,22980,41660,55690,120330,25160,10100,610,4870,2680,1870,45300,465990,19320,26970,29280,75560,2220,1746100,NSW
Oct-2019,184260,24250,43090,65600,132940,26840,11200,5050,3450,2360,1920,50830,517310,19790,25120,33910,78820,2350,1979190,NSW
Nov-2019,155760,22470,37800,51910,112180,22270,8290,450,3490,2190,1560,38260,598520,16400,23480,30870,70750,1510,1721900,NSW
Dec-2019,174540,19190,34530,45880,99590,23780,7220,710,2290,2350,2350,38690,807570,14760,18180,26140,59080,1470,1889300,NSW
Jan-2020,174360,33030,84360,88900,206290,47490,17800,12290,4000,5550,4470,91610,516680,33630,23280,49370,106280,1670,2257280,NSW
Feb-2020,127740,24980,44870,55150,125010,87050,13080,2800,4450,3960,9970,121320,453860,15110,22490,37690,75300,1170,1568650,NSW
Mar-2020,82180,14520,20490,26180,61180,48930,5840,820,2390,1540,830,60360,198090,9060,13280,21370,43710,940,921950,NSW
Apr-2020,1100,980,1370,1410,3760,10,10,0,0,0,0,30,840,160,40,500,700,30,21170,NSW
May-2020,2240,1270,1640,1180,4080,10,10,20,0,0,0,40,770,190,20,850,1060,30,19120,NSW
Jun-2020,2670,1560,2170,1790,5520,20,20,10,0,10,0,60,1150,170,40,1400,1610,320,25120,NSW
Jul-2020,1500,870,1030,1200,3110,20,0,10,0,0,0,40,880,270,40,1050,1360,30,17260,NSW
Aug-2020,1100,860,950,860,2680,30,10,0,0,10,0,50,890,460,50,1130,1630,50,14940,NSW
Sep-2020,1170,940,1120,1020,3080,50,10,0,0,20,0,80,1010,670,60,1360,2090,220,16200,NSW
Oct-2020,2410,1320,1720,1280,4310,70,30,0,0,30,0,130,1760,1150,110,1990,3250,70,23710,NSW
Nov-2020,3650,1630,1830,1490,4960,80,20,0,0,50,0,150,1970,1220,130,2000,3350,60,29330,NSW
Dec-2020,4880,2150,2740,1860,6750,150,30,0,0,40,10,230,1980,1310,100,1750,3160,50,34670,NSW
Jan-2021,4320,1630,2750,1720,6100,210,20,10,0,30,90,360,1500,1210,100,3490,4790,100,31160,NSW
Feb-2021,4010,1730,2140,1390,5250,130,20,10,0,40,10,200,1490,1020,120,1830,2970,80,25210,NSW
Mar-2021,4990,2510,2410,1770,6690,110,20,0,0,80,10,230,1940,1280,150,2290,3720,410,31990,NSW
Apr-2021,20020,2620,2680,1780,7080,100,20,10,0,100,30,260,2460,1140,150,3370,4660,70,53910,NSW
May-2021,51260,3150,3830,2940,9920,160,60,10,0,130,30,390,3310,1480,210,3590,5280,120,114520,NSW
Jun-2021,43040,2780,3610,2730,9120,210,60,20,10,150,30,470,3410,1320,270,3810,5390,780,102480,NSW
Jul-2021,26470,2300,3320,2100,7720,300,60,10,0,120,10,520,2230,1180,250,2460,3880,300,74860,NSW
Aug-2021,4000,1690,2190,1410,5290,100,10,0,0,110,10,240,1420,960,130,3180,4270,450,27020,NSW
Sep-2021,450,1530,1670,1070,4270,30,10,10,0,70,0,120,1370,1020,80,2930,4030,360,18850,NSW
Oct-2021,710,1360,1260,820,3440,30,30,0,0,90,10,160,1320,1010,80,2840,3930,130,16630,NSW
Nov-2021,3580,5310,4700,4180,14190,190,80,0,0,360,140,780,11250,2500,150,4110,6760,160,72260,NSW
Dec-2021,8140,7200,9140,8750,25080,21850,4870,340,290,1770,70,29210,38190,3450,910,8260,12620,310,196170,NSW
Jan-2022,8810,10720,17990,13110,41820,19770,4250,1300,440,1960,290,28030,28800,7170,2800,8280,18250,280,265260,NSW
Feb-2022,9820,8910,14380,11400,34680,40000,4270,720,1020,2360,950,49310,45960,5160,4370,9160,18690,630,271280,NSW
Mar-2022,28950,10190,13940,13070,37200,17230,6150,270,2460,1830,240,28180,106650,6200,7070,15630,28910,590,374630,NSW
Apr-2022,65430,13210,20070,21580,54860,8880,7390,910,2460,1300,190,21130,142250,8620,8560,19160,36350,800,573930,NSW
May-2022,71940,16170,23430,26020,65620,12560,7600,210,2420,1590,380,24750,141800,10540,5760,23290,39590,840,650520,NSW
Jun-2022,80220,15840,21090,25970,62900,15580,7990,380,2850,1570,1110,29480,164240,9440,7310,24540,41300,710,730400,NSW
Jul-2022,108880,17990,29760,36350,84100,50220,7410,2620,2410,2010,6550,71220,165190,12720,7070,25070,44860,1820,1081610,NSW
Aug-2022,105390,21020,25160,34070,80250,22440,8440,540,5600,1800,1830,40650,207450,13050,12520,28520,54080,2720,1027700,NSW
Sep-2022,111590,18540,23240,34450,76230,15440,9200,550,7300,1890,1180,35560,218390,12810,19480,31110,63390,1350,1071520,NSW
Oct-2022,128150,16830,24610,39480,80920,11050,8370,860,5790,1610,1000,28690,262860,12950,18730,31180,62860,1160,1212850,NSW
Nov-2022,121580,17750,23560,35510,76820,15550,8300,280,6440,1550,950,33080,336190,12170,21870,37790,71830,1080,1189920,NSW
Dec-2022,121580,15840,23690,32490,72030,20570,7780,540,3800,1720,1430,35840,450870,10630,16330,32510,59470,1120,1260550,NSW
Jan-2023,134470,26440,50400,66600,143440,30250,13610,4960,4250,3080,3080,59240,242690,22610,18320,49530,90450,1230,1608010,NSW
Feb-2023,108850,20590,34480,43720,98780,110360,13120,1990,6270,3450,7380,142580,359160,13710,23080,49330,86120,1770,1375520,NSW
Mar-2023,126430,21020,32330,40710,94070,29600,12820,290,7370,2430,1130,53640,405860,13380,24450,48800,86630,2820,1344580,NSW
Apr-2023,140990,20970,36960,52970,110890,18150,12470,1910,5950,2150,2200,42830,320100,14740,18350,38770,71860,2330,1370470,NSW
May-2023,126830,20880,31070,48650,100610,22500,11160,390,6250,2440,1210,43950,307660,13680,19970,38760,72400,1590,1296710,NSW
Jun-2023,131460,20690,31070,48900,100650,29160,10970,630,5660,2570,1640,50620,319140,14090,21320,37840,73250,2450,1357680,NSW
Jul-2023,143950,19430,36730,57560,113720,100060,11500,5460,4110,3230,7280,131640,335950,16190,14630,41490,72310,6990,1743390,NSW
Aug-2023,137650,22500,30410,49550,102460,28140,10180,510,5940,2430,1570,48770,396320,16620,23570,42150,82340,2180,1544700,NSW
Sep-2023,161710,21820,30970,52580,105370,24420,9810,870,6060,2290,1640,45090,351990,16140,32110,44460,92710,1990,1602720,NSW
Oct-2023,164730,21750,34200,62790,118740,19400,10180,1610,3870,2090,1640,38790,386980,15910,30270,44810,90980,1830,1742840,NSW
Nov-2023,153290,21240,32280,51280,104790,18500,7920,270,4390,2010,1460,34550,449720,14400,29690,47750,91840,1920,1562520,NSW
Dec-2023,157590,19860,33880,46530,100270,26020,7700,770,2650,2570,1960,41670,632730,13710,21970,43260,78930,1460,1704730,NSW
Jan-2024,170830,32460,67640,90760,190860,44740,16440,8830,4080,5050,3750,82890,370220,29850,29780,72260,131890,1230,2122070,NSW
Feb-2024,142620,23800,45440,55150,124380,146980,11300,1660,3880,4730,7410,175950,570160,15400,29290,59570,104250,1130,1786650,NSW
Mar-2024,153750,22060,37940,47740,107740,27930,9040,340,3700,2430,1140,44580,530900,15290,28610,55050,98950,2080,1614830,NSW
Apr-2024,159250,22370,42420,65500,130290,23730,10940,2940,2920,2510,2910,45950,372640,19500,23760,47630,90890,1910,1634580,NSW
May-2024,146140,20020,33550,53110,106670,24270,7510,310,2460,2320,1130,38010,363700,16020,24450,42850,83330,2320,1478410,NSW
Jun-2024,141260,21110,32190,52250,105550,24800,6970,530,2400,2680,1850,39230,393690,18170,23240,39190,80610,2410,1525610,NSW
Jul-2024,162890,20490,40090,61690,122270,102670,10150,6440,1860,3630,8220,132970,398100,20410,20030,39630,80070,2630,1925260,NSW
Jan-2014,38710,8220,18550,13930,40690,8050,1700,1950,660,860,1000,14210,83670,8920,5500,5430,19860,140,409780,VIC
Feb-2014,27700,5980,13260,9920,29170,27650,2430,2630,600,1150,2400,36870,87870,4910,5120,5080,15110,100,319850,VIC
Mar-2014,32350,5730,10050,8070,23850,11640,1600,110,610,660,550,15160,91200,5080,4970,5050,15110,180,309210,VIC
Apr-2014,33480,6420,11460,10330,28210,3760,1300,800,460,440,660,7420,72720,5490,3930,3730,13150,150,318380,VIC
May-2014,29490,5700,9360,9960,25020,2520,1080,80,480,440,410,5020,74710,4220,3840,3230,11290,120,287290,VIC
Jun-2014,24760,5220,8950,9660,23830,5050,950,170,420,600,720,7920,65200,4900,3540,2760,11200,130,285740,VIC
Jul-2014,28710,5110,11010,11490,27610,21000,1390,2450,390,640,2920,28780,81370,5910,3120,3130,12160,260,400640,VIC
Aug-2014,27390,5920,10260,9920,26100,6720,1000,320,720,660,600,10020,75240,5420,4110,3490,13030,150,325810,VIC
Sep-2014,28540,5710,9710,10600,26020,3400,950,190,700,580,430,6250,70830,4820,6710,3320,14860,160,333300,VIC
Oct-2014,35430,5630,10290,12030,27950,4840,1160,950,510,510,450,8420,82300,4750,6640,4790,16180,170,377380,VIC
Nov-2014,33890,5710,8830,9780,24320,5110,990,90,480,420,620,7720,100280,4450,5570,3590,13610,110,336050,VIC
Dec-2014,33660,5240,8700,8360,22290,4660,870,110,320,480,690,7130,142350,3720,4650,3640,12010,120,352790,VIC
Jan-2015,41110,8950,19780,15430,44170,10100,2250,3700,770,960,1070,18860,83130,9330,6380,5890,21600,160,439110,VIC
Feb-2015,30120,5790,14380,9770,29950,27550,1800,1500,720,920,2390,34890,127340,4620,5050,5560,15230,330,366510,VIC
Mar-2015,38840,6990,12030,9570,28600,15360,1440,160,790,710,480,18950,111510,4750,5180,6270,16200,120,351950,VIC
Apr-2015,34430,6540,12000,10280,28820,4290,1440,870,620,460,800,8490,83610,5330,4520,3560,13400,130,334690,VIC
May-2015,30320,6230,9880,9390,25500,2320,1020,90,450,520,400,4790,76470,4650,4000,3090,11740,250,298010,VIC
Jun-2015,30180,5820,10530,9680,26040,5310,1110,210,640,560,730,8570,71250,4490,3630,3300,11420,180,309100,VIC
Jul-2015,31470,5400,12910,11240,29550,24380,1500,3140,570,690,2820,33110,78710,5220,3510,3830,12560,260,415620,VIC
Aug-2015,30080,6840,11100,10470,28420,6770,970,260,680,760,620,10050,87210,5520,4460,3840,13820,140,358930,VIC
Sep-2015,31410,6140,10580,11400,28120,3580,1220,320,590,480,800,6990,85930,5010,6320,3670,15010,180,371530,VIC
Oct-2015,38060,6210,11720,12880,30810,6590,1570,1200,630,650,740,11380,97370,5290,6390,5040,16710,210,413060,VIC
Nov-2015,34000,6070,10410,10040,26520,5640,1050,140,520,670,570,8590,120220,4980,6200,4390,15580,220,370120,VIC
Dec-2015,36890,5740,10150,9360,25250,5720,980,150,470,480,600,8390,171440,3950,4600,3770,12310,170,401740,VIC
Jan-2016,43420,8810,22750,16980,48530,11630,2530,4800,750,1130,1090,21930,101300,9110,6820,7480,23410,220,481330,VIC
Feb-2016,30430,7410,15770,10870,34050,40270,2300,1410,790,980,2920,48680,135760,4680,5960,6220,16860,430,407130,VIC
Mar-2016,35450,6690,12170,10050,28910,11530,1280,120,750,620,410,14700,129630,4770,5970,6490,17230,140,369480,VIC
Apr-2016,35240,6770,13710,13060,33540,4650,1660,1160,760,500,700,9430,99220,4910,4450,4190,13540,80,373380,VIC
May-2016,30400,6130,10590,10680,27400,2760,1180,190,680,450,440,5700,91780,4690,3830,3950,12460,150,322660,VIC
Jun-2016,29820,6110,11030,10840,27980,6580,1320,190,690,480,760,10020,90590,4720,4050,4060,12820,200,347280,VIC
Jul-2016,34150,5770,14420,13790,33990,30930,1890,4050,700,860,2820,41260,99870,6020,3610,4730,14360,230,473060,VIC
Aug-2016,31360,6970,12200,12720,31890,6220,1250,370,830,600,290,9550,102520,5350,4840,5030,15220,200,388980,VIC
Sep-2016,33750,6090,12310,13630,32030,5050,1510,510,840,640,520,9060,97460,5670,6990,5020,17690,230,413200,VIC
Oct-2016,40970,6420,12510,14300,33220,7120,1680,1220,700,610,570,11890,112760,5000,6840,6200,18040,230,438490,VIC
Nov-2016,35310,6430,11590,11060,29080,6990,1270,170,840,510,500,10280,131350,5080,6440,5020,16550,150,393470,VIC
Dec-2016,39690,6190,10960,10450,27600,6930,1120,160,540,540,750,10040,191770,3860,4540,4530,12930,310,442440,VIC
Jan-2017,43770,8250,24250,19360,51860,12880,2650,4790,790,1190,960,23270,128210,8980,7050,8220,24260,230,531300,VIC
Feb-2017,31840,8280,17750,13370,39400,49410,3180,2540,990,1180,2470,59780,124020,5400,5950,7780,19140,330,432020,VIC
Mar-2017,38770,6750,12590,10640,29990,11070,1680,140,1070,600,300,14870,136180,4480,6410,6890,17790,310,391630,VIC
Apr-2017,37640,7100,16600,14620,38320,6710,2270,1500,850,510,1180,13020,119300,5100,4350,5340,14790,220,420090,VIC
May-2017,32670,6750,12170,11880,30800,3500,1540,170,740,600,340,6880,98170,4620,4030,5120,13770,320,353010,VIC
Jun-2017,31690,6670,13140,12350,32160,7460,1700,210,860,530,640,11410,101590,5080,4260,4970,14320,80,371490,VIC
Jul-2017,32920,5800,15600,14570,35970,36800,2170,4400,830,890,2530,47630,100770,5560,3350,5610,14530,310,491160,VIC
Aug-2017,32530,6650,11590,12290,30530,7380,1770,350,1030,630,400,11560,122340,4890,4330,5270,14490,430,423360,VIC
Sep-2017,33420,6520,12110,13520,32150,5020,1820,270,790,690,460,9050,103670,4910,6690,5940,17540,330,422720,VIC
Oct-2017,37870,7450,15250,15280,37980,8090,2210,1900,880,660,590,14330,118670,5050,6750,7790,19590,200,475610,VIC
Nov-2017,39280,6100,12760,11820,30680,7120,1420,110,640,460,320,10080,141910,4030,6220,5830,16080,230,414150,VIC
Dec-2017,37340,6070,11450,10720,28240,7990,1580,190,540,540,550,11390,199960,3390,5060,5150,13600,280,449050,VIC
Jan-2018,44650,8710,26890,21600,57200,16210,3620,6460,1060,1380,1260,29980,121980,8760,6680,11450,26880,160,544980,VIC
Feb-2018,30740,6530,17350,12520,36400,50730,2800,1640,990,1010,2680,59860,163210,4560,5650,8580,18790,390,459680,VIC
Mar-2018,38030,7770,12980,12440,33200,15130,2500,190,970,740,240,19770,157110,4950,6670,9740,21360,180,436350,VIC
Apr-2018,34450,7640,16990,15240,39870,7140,2640,1850,800,630,770,13820,121660,5660,4810,8170,18650,250,438950,VIC
May-2018,30830,6340,11230,13030,30600,4260,2110,110,680,520,430,8110,109920,4250,4280,5800,14340,220,368600,VIC
Jun-2018,33300,6390,12590,12900,31880,9770,2350,220,730,660,770,14480,116780,4250,4240,6060,14560,90,404770,VIC
Jul-2018,37490,6150,17390,15220,38770,45140,2910,4620,780,1010,2320,56770,111860,5630,3310,6670,15610,280,549090,VIC
Aug-2018,34710,7320,13750,14290,35360,7870,2190,220,950,670,420,12310,131960,5250,4800,7040,17100,270,462430,VIC
Sep-2018,34740,7490,14020,15770,37290,7100,2300,240,810,790,490,11730,114470,5850,6580,7520,19950,210,471660,VIC
Oct-2018,42220,7190,15510,19820,42520,8260,2630,1820,780,640,280,14410,128390,5240,7050,9100,21390,310,524950,VIC
Nov-2018,40870,6780,13120,14320,34220,9370,1710,150,800,650,340,13020,156850,4530,6890,7260,18680,180,461280,VIC
Dec-2018,38040,6420,11320,12730,30470,9510,1670,180,560,630,620,13170,216730,3970,4850,6390,15220,270,486340,VIC
Jan-2019,45780,10300,29600,24590,64480,16730,4560,5490,1040,1360,1030,30210,132530,9280,7250,13610,30140,350,596370,VIC
Feb-2019,35560,8310,18130,16400,42840,51890,3800,1910,1120,1230,2240,62210,171250,4750,6400,11640,22780,350,500350,VIC
Mar-2019,41230,7050,13570,13020,33640,25540,2380,250,1120,760,420,30470,161550,5000,6220,9480,20710,310,458050,VIC
Apr-2019,38510,7350,17170,17440,41960,6390,2800,2020,870,550,560,13190,124020,5380,4430,7770,17580,250,455230,VIC
May-2019,33980,7220,13790,16040,37050,5030,2510,180,890,620,410,9640,128150,4560,4940,7650,17160,140,420450,VIC
Jun-2019,32190,6660,13870,15480,36010,9370,2180,190,880,780,730,14130,120940,4750,4290,6890,15940,200,424740,VIC
Jul-2019,36730,5780,16410,16850,39050,45110,3010,4020,830,1010,2440,56430,119530,4920,3730,7920,16570,360,555380,VIC
Aug-2019,35380,7200,13580,16580,37360,10510,2210,260,1240,740,580,15550,142790,4990,4720,7650,17360,180,475830,VIC
Sep-2019,35860,7350,14380,17970,39700,5780,2580,270,910,710,370,10610,116110,5180,6830,8460,20470,180,477130,VIC
Oct-2019,42570,7110,14890,18930,40930,9220,2920,1840,960,670,400,16010,130610,5080,6410,10170,21660,240,521120,VIC
Nov-2019,41260,7020,13170,15700,35890,8920,2300,170,830,720,330,13270,160880,4230,6390,8450,19070,240,474530,VIC
Dec-2019,55410,5550,11160,13630,30340,9930,2060,210,680,740,400,14010,215050,3800,4810,7750,16360,260,513090,VIC
Jan-2020,47540,9650,30120,26560,66330,16630,4410,4580,1110,1710,1030,29450,142590,8460,6670,15390,30520,480,609400,VIC
Feb-2020,36530,7920,16080,16360,40370,32380,3780,1040,1250,1110,2340,41900,112310,4010,6000,11640,21650,190,426000,VIC
Mar-2020,21590,4700,6580,7530,18810,20700,1690,370,600,410,290,24060,55820,2260,3400,6940,12600,120,255220,VIC
Apr-2020,260,300,490,410,1200,0,0,0,0,0,0,10,140,40,10,140,190,10,5630,VIC
May-2020,540,430,560,350,1340,10,0,10,0,0,0,10,160,50,0,210,270,0,5020,VIC
Jun-2020,710,430,660,460,1560,0,0,10,0,0,0,20,230,40,10,240,290,10,6050,VIC
Jul-2020,100,130,150,170,440,0,0,0,0,0,0,10,90,40,10,60,100,0,2070,VIC
Aug-2020,80,120,120,90,330,0,0,0,0,0,0,0,70,60,10,70,130,0,1500,VIC
Sep-2020,120,170,210,160,550,10,0,0,0,10,0,10,110,60,10,100,170,0,1940,VIC
Oct-2020,150,250,410,190,850,10,10,0,0,10,0,20,190,100,10,210,320,10,2960,VIC
Nov-2020,220,290,370,220,880,10,0,0,0,10,0,20,190,110,20,240,360,10,3570,VIC
Dec-2020,1240,540,660,430,1630,30,0,0,0,10,0,40,330,190,10,220,430,10,6960,VIC
Jan-2021,860,520,940,530,1990,60,0,0,0,0,0,70,270,220,20,1110,1350,20,7570,VIC
